WellId,Well_ColId,Well_RowId,S,T,Z,C,area,centroid-0,centroid-1,max_intensity,mean_intensity,min_intensity,bbox-0,bbox-1,bbox-2,bbox-3
A1,1,1,0,0,0,0,890,114.40224719101124,1817.5516853932584,2258.0,1548.008988764045,832.0,95,1802,134,1832
A1,1,1,0,0,0,0,380,115.05526315789474,294.07105263157894,1092.0,745.1421052631579,449.0,102,285,130,304
A1,1,1,0,0,0,0,590,115.70169491525424,270.3457627118644,1304.0,782.7033898305085,450.0,104,256,132,285
A1,1,1,0,0,0,0,803,122.13947696139476,780.0435865504359,2119.0,1302.239103362391,644.0,104,764,141,797
A1,1,1,0,0,0,0,590,118.33728813559323,83.24406779661017,1213.0,895.8915254237288,456.0,105,69,133,98
A1,1,1,0,0,0,0,1096,129.82299270072994,1516.316605839416,2886.0,1894.852189781022,914.0,106,1497,150,1534
A1,1,1,0,0,0,0,573,120.760907504363,415.8359511343805,1794.0,1024.1657940663176,548.0,110,399,136,432
A1,1,1,0,0,0,0,471,127.01061571125265,989.3545647558386,1247.0,834.2972399150743,474.0,113,978,142,1002
A1,1,1,0,0,0,0,644,133.73757763975155,1311.526397515528,2433.0,1623.723602484472,887.0,118,1299,152,1326
A1,1,1,0,0,0,0,849,136.5924617196702,1227.944640753828,2375.0,1424.9458186101297,802.0,120,1214,156,1245
A1,1,1,0,0,0,0,702,136.494301994302,1357.8874643874644,2694.0,1674.128205128205,890.0,120,1346,155,1371
A1,1,1,0,0,0,0,849,139.06713780918727,1073.4558303886927,1338.0,919.7750294464075,603.0,121,1058,160,1090
A1,1,1,0,0,0,0,1227,150.17440912795436,310.6153219233904,1553.0,892.6862265688671,495.0,129,288,177,334
A1,1,1,0,0,0,0,618,143.11488673139158,1159.1019417475727,1873.0,1183.5679611650485,655.0,129,1145,158,1174
A1,1,1,0,0,0,0,448,145.20535714285714,273.2455357142857,1166.0,798.1294642857143,475.0,132,262,159,287
A1,1,1,0,0,0,0,576,151.31076388888889,1872.3715277777778,2132.0,1678.0,992.0,134,1862,170,1884
A1,1,1,0,0,0,0,525,149.74666666666667,959.12,1633.0,1011.1809523809524,546.0,137,946,163,975
A1,1,1,0,0,0,0,734,149.87057220708448,727.6825613079019,2080.0,1231.0490463215258,700.0,138,709,163,747
A1,1,1,0,0,0,0,689,154.47169811320754,1737.7837445573296,3832.0,2186.724238026125,1002.0,138,1725,176,1752
A1,1,1,0,0,0,0,667,151.97301349325338,1643.7931034482758,3418.0,2096.1799100449775,1264.0,139,1627,167,1662
A1,1,1,0,0,0,0,330,151.88181818181818,395.05757575757576,2592.0,1864.3393939393939,994.0,140,386,164,405
A1,1,1,0,0,0,0,565,154.69026548672565,1024.1929203539823,1716.0,979.2796460176991,565.0,141,1011,169,1038
A1,1,1,0,0,0,0,409,151.33251833740832,200.73838630806847,1303.0,848.6185819070905,524.0,141,187,161,214
A1,1,1,0,0,0,0,614,155.33224755700326,466.5830618892508,1157.0,816.3583061889251,451.0,144,450,168,483
A1,1,1,0,0,0,0,1073,165.45479962721342,890.1034482758621,948.0,562.8154706430569,375.0,145,872,189,908
A1,1,1,0,0,0,0,410,164.63170731707316,370.93658536585366,2574.0,1578.7,779.0,153,361,178,382
A1,1,1,0,0,0,0,856,171.58878504672896,133.7967289719626,1893.0,1141.7429906542056,635.0,156,116,187,153
A1,1,1,0,0,0,0,149,163.2281879194631,1233.8859060402685,4949.0,3147.6308724832215,1777.0,157,1225,171,1242
A1,1,1,0,0,0,0,784,171.96811224489795,1380.7742346938776,2707.0,1678.7691326530612,868.0,157,1364,187,1398
A1,1,1,0,0,0,0,724,175.23342541436463,684.6809392265193,1864.0,1196.511049723757,699.0,158,669,193,701
A1,1,1,0,0,0,0,324,169.3827160493827,1771.8271604938273,954.0,567.2469135802469,415.0,159,1761,182,1782
A1,1,1,0,0,0,0,818,179.68215158924207,289.4290953545232,1305.0,812.940097799511,484.0,163,275,199,306
A1,1,1,0,0,0,0,24,166.83333333333334,1349.5833333333333,2387.0,2058.4166666666665,1661.0,165,1347,170,1353
A1,1,1,0,0,0,0,828,182.41183574879227,214.03502415458937,1420.0,903.713768115942,526.0,167,195,196,235
A1,1,1,0,0,0,0,287,179.9198606271777,1577.2822299651568,4375.0,3172.679442508711,1439.0,169,1569,191,1587
A1,1,1,0,0,0,0,707,186.4229137199434,391.6124469589816,1266.0,876.032531824611,540.0,170,377,204,407
A1,1,1,0,0,0,0,288,181.39583333333334,1559.2743055555557,4069.0,3227.6736111111113,2288.0,171,1551,193,1568
A1,1,1,0,0,0,0,750,191.78,1930.8586666666667,2083.0,1485.088,918.0,174,1917,208,1948
A1,1,1,0,0,0,0,596,189.00335570469798,624.5721476510067,1927.0,1273.518456375839,693.0,176,606,202,642
A1,1,1,0,0,0,0,925,194.2108108108108,52.11891891891892,1272.0,802.2627027027027,470.0,177,37,214,70
A1,1,1,0,0,0,0,705,192.95744680851064,485.2950354609929,1284.0,871.804255319149,567.0,180,466,206,506
A1,1,1,0,0,0,0,782,196.36828644501279,1107.8299232736572,1624.0,1087.0102301790282,685.0,180,1090,213,1125
A1,1,1,0,0,0,0,524,197.74236641221373,1782.1393129770993,4814.0,3069.093511450382,1277.0,186,1766,208,1800
A1,1,1,0,0,0,0,916,205.94759825327512,140.36244541484717,1469.0,953.7008733624455,518.0,188,121,226,162
A1,1,1,0,0,0,0,671,202.8360655737705,1350.8777943368107,3108.0,2077.713859910581,1126.0,189,1336,219,1368
A1,1,1,0,0,0,0,951,212.39852786540484,1150.6508937960043,1681.0,1043.7939011566773,670.0,189,1137,237,1163
A1,1,1,0,0,0,0,588,201.26530612244898,1884.5204081632653,2707.0,1725.5731292517007,784.0,189,1868,213,1902
A1,1,1,0,0,0,0,948,208.49789029535864,823.8618143459915,1911.0,1223.4588607594937,712.0,194,803,225,845
A1,1,1,0,0,0,0,1117,220.89704565801253,338.4288272157565,1487.0,1009.136078782453,605.0,197,325,245,355
A1,1,1,0,0,0,0,717,214.89539748953976,1036.563458856346,1579.0,1115.9093444909345,694.0,198,1022,231,1052
A1,1,1,0,0,0,0,1154,220.05805892547662,925.0979202772963,770.0,506.76516464471405,335.0,201,904,242,948
A1,1,1,0,0,0,0,747,214.9491298527443,614.0870147255689,1543.0,1061.7925033467202,666.0,203,594,227,635
A1,1,1,0,0,0,0,627,217.36204146730464,448.304625199362,1378.0,934.993620414673,588.0,204,434,231,466
A1,1,1,0,0,0,0,802,229.0511221945137,64.60972568578553,1175.0,892.423940149626,537.0,210,51,250,78
A1,1,1,0,0,0,0,287,221.404181184669,1548.0452961672474,5053.0,3413.519163763066,2169.0,211,1538,232,1558
A1,1,1,0,0,0,0,838,224.80429594272076,691.2124105011933,2168.0,1292.1121718377087,745.0,210,671,240,710
A1,1,1,0,0,0,0,973,232.31654676258992,738.7913669064748,1815.0,1158.35457348407,655.0,217,719,249,759
A1,1,1,0,0,0,0,553,230.37251356238698,1214.4466546112117,1860.0,1344.8227848101267,930.0,218,1201,245,1230
A1,1,1,0,0,0,0,887,247.61555806087938,979.7745208568208,898.0,569.0698985343855,363.0,231,960,263,998
A1,1,1,0,0,0,0,462,242.12554112554113,224.4090909090909,1318.0,913.0194805194806,553.0,233,208,255,239
A1,1,1,0,0,0,0,703,254.49928876244667,1656.1123755334281,5295.0,2728.8079658605975,1209.0,238,1643,272,1670
A1,1,1,0,0,0,0,736,252.9796195652174,784.4823369565217,1641.0,1143.1222826086957,715.0,238,769,270,801
A1,1,1,0,0,0,0,854,258.05152224824354,171.1814988290398,1851.0,1234.6733021077284,670.0,241,156,277,188
A1,1,1,0,0,0,0,599,258.2704507512521,1474.7495826377296,2438.0,1653.1035058430718,808.0,244,1462,274,1489
A1,1,1,0,0,0,0,616,260.8961038961039,1706.9237012987012,3157.0,2176.0405844155844,1284.0,244,1694,278,1720
A1,1,1,0,0,0,0,799,269.18397997496874,1570.9236545682102,3569.0,2207.9399249061325,1014.0,251,1556,287,1587
A1,1,1,0,0,0,0,498,264.8413654618474,1757.55421686747,5829.0,3775.1887550200804,2405.0,251,1745,279,1773
A1,1,1,0,0,0,0,741,269.4966261808367,51.10796221322537,1567.0,974.5883940620782,576.0,254,33,284,69
A1,1,1,0,0,0,0,654,270.66360856269114,1079.6804281345567,2026.0,1253.1697247706422,700.0,254,1068,287,1093
A1,1,1,0,0,0,0,459,265.99564270152507,430.80392156862746,1724.0,1197.755991285403,731.0,256,415,278,448
A1,1,1,0,0,0,0,429,272.7692307692308,257.2564102564103,1495.0,1051.899766899767,596.0,262,245,283,271
A1,1,1,0,0,0,0,842,279.61163895486936,910.7470308788598,911.0,594.9180522565321,344.0,265,893,296,930
A1,1,1,0,0,0,0,569,278.90333919156416,553.158172231986,1907.0,1189.4059753954307,576.0,267,539,292,569
A1,1,1,0,0,0,0,671,282.4143070044709,1135.4932935916543,2454.0,1682.640834575261,1099.0,270,1118,297,1153
A1,1,1,0,0,0,0,732,287.8251366120219,379.5532786885246,1481.0,1026.1325136612022,663.0,273,364,305,398
A1,1,1,0,0,0,0,908,294.9746696035242,129.22687224669605,1423.0,946.703744493392,559.0,277,112,313,148
A1,1,1,0,0,0,0,626,292.5894568690096,607.5958466453674,1522.0,926.091054313099,520.0,277,594,309,623
A1,1,1,0,0,0,0,805,291.48198757763976,1191.3080745341615,2075.0,1541.1055900621118,1005.0,277,1175,307,1209
A1,1,1,0,0,0,0,758,292.7585751978892,1427.9313984168866,3741.0,2154.036939313984,1072.0,279,1410,307,1447
A1,1,1,0,0,0,0,335,289.0805970149254,1817.0388059701493,4444.0,3381.5194029850745,2284.0,279,1806,301,1830
A1,1,1,0,0,0,0,370,289.94594594594594,296.9864864864865,1923.0,1246.7135135135136,707.0,280,286,301,309
A1,1,1,0,0,0,0,403,300.0818858560794,220.10421836228286,1482.0,944.3821339950372,473.0,289,208,312,233
A1,1,1,0,0,0,0,541,301.00739371534195,548.4898336414049,1728.0,1038.1312384473197,633.0,289,532,314,564
A1,1,1,0,0,0,0,504,301.76984126984127,927.6448412698413,1197.0,648.1527777777778,426.0,290,912,313,942
A1,1,1,0,0,0,0,650,307.03846153846155,850.9861538461538,2073.0,1371.7123076923076,841.0,291,836,323,867
A1,1,1,0,0,0,0,723,307.00968188105116,1479.6320885200553,3648.0,2135.8215767634856,1025.0,294,1464,323,1498
A1,1,1,0,0,0,0,768,315.2434895833333,1559.4713541666667,3583.0,2040.56640625,831.0,301,1542,330,1578
A1,1,1,0,0,0,0,231,309.53679653679654,1795.125541125541,3418.0,2574.3549783549784,1685.0,303,1784,318,1806
A1,1,1,0,0,0,0,836,327.0861244019139,105.21052631578948,1576.0,1029.755980861244,514.0,307,92,349,119
A1,1,1,0,0,0,0,450,320.65555555555557,248.09555555555556,1444.0,879.0755555555555,482.0,307,238,334,260
A1,1,1,0,0,0,0,641,323.8315132605304,549.4446177847113,1775.0,867.2714508580343,471.0,312,532,336,572
A1,1,1,0,0,0,0,673,328.39524517087665,1635.2109955423477,4802.0,2930.5988112927193,1620.0,312,1621,345,1649
A1,1,1,0,0,0,0,1197,330.08521303258146,939.0902255639098,965.0,618.7268170426065,294.0,313,917,348,962
A1,1,1,0,0,0,0,513,327.35477582846005,326.1130604288499,1594.0,1062.7504873294347,628.0,316,311,341,341
A1,1,1,0,0,0,0,525,325.49333333333334,516.3809523809524,1967.0,953.3619047619047,481.0,316,498,337,533
A1,1,1,0,0,0,0,328,329.6341463414634,290.859756097561,2302.0,1507.7317073170732,707.0,321,277,340,305
A1,1,1,0,0,0,0,892,340.9114349775785,1604.7612107623318,4810.0,2746.0706278026905,1301.0,321,1591,361,1620
A1,1,1,0,0,0,0,653,331.41653905053596,835.2052067381317,2888.0,2179.0643185298622,1117.0,323,812,341,861
A1,1,1,0,0,0,0,735,339.5482993197279,1412.3455782312926,954.0,594.1918367346939,331.0,323,1398,356,1428
A1,1,1,0,0,0,0,478,333.72594142259413,1676.8179916317993,3394.0,2295.9016736401672,1264.0,323,1661,345,1694
A1,1,1,0,0,0,0,471,336.5668789808917,1343.8322717622082,6173.0,3457.9957537154987,1727.0,327,1328,347,1360
A1,1,1,0,0,0,0,567,347.1287477954145,42.908289241622576,1422.0,764.342151675485,473.0,329,28,361,59
A1,1,1,0,0,0,0,553,345.5605786618445,364.6600361663653,2026.0,1342.5895117540688,838.0,329,352,364,378
A1,1,1,0,0,0,0,796,343.09045226130655,1143.9434673366834,2801.0,1651.6281407035176,922.0,329,1127,357,1164
A1,1,1,0,0,0,0,513,349.3391812865497,203.74269005847952,1569.0,1054.7914230019494,600.0,337,190,361,219
A1,1,1,0,0,0,0,637,357.2668759811617,1721.1475667189952,2941.0,1997.8021978021977,1096.0,343,1706,373,1738
A1,1,1,0,0,0,0,512,358.443359375,522.8828125,2035.0,1171.59765625,664.0,344,512,375,536
A1,1,1,0,0,0,0,629,361.88712241653417,1454.5659777424482,2480.0,1556.918918918919,771.0,346,1442,378,1469
A1,1,1,0,0,0,0,647,360.39567233384855,645.8624420401854,1497.0,948.5455950540958,554.0,347,631,375,662
A1,1,1,0,0,0,0,851,367.3736780258519,1560.562867215041,4016.0,2215.286721504113,1040.0,349,1545,385,1578
A1,1,1,0,0,0,0,794,366.3816120906801,1489.0906801007557,3371.0,1959.0377833753148,1119.0,350,1473,382,1506
A1,1,1,0,0,0,0,824,367.7330097087379,1211.6711165048544,3433.0,2113.5315533980583,1184.0,351,1195,385,1230
A1,1,1,0,0,0,0,848,377.24056603773585,59.42216981132076,1887.0,1157.5507075471698,663.0,362,41,395,80
A1,1,1,0,0,0,0,584,376.9931506849315,1653.3989726027398,3099.0,1948.5171232876712,1049.0,363,1640,390,1669
A1,1,1,0,0,0,0,774,382.06330749354004,588.1821705426356,1090.0,708.0038759689922,435.0,366,572,398,604
A1,1,1,0,0,0,0,818,392.96454767726163,1318.281173594132,5269.0,3239.40097799511,1334.0,374,1304,412,1333
A1,1,1,0,0,0,0,628,391.859872611465,847.1783439490446,1486.0,907.5366242038217,524.0,376,835,408,860
A1,1,1,0,0,0,0,867,398.04382929642446,623.4348327566321,1138.0,690.5859284890427,489.0,377,609,420,636
A1,1,1,0,0,0,0,501,404.27944111776446,515.4890219560879,633.0,431.6706586826347,280.0,391,505,418,529
A1,1,1,0,0,0,0,732,406.25956284153006,1355.049180327869,2967.0,1946.7486338797814,1041.0,392,1340,423,1373
A1,1,1,0,0,0,0,742,422.83288409703505,43.149595687331534,2060.0,1317.9784366576819,751.0,408,27,442,60
A1,1,1,0,0,0,0,626,422.65654952076676,1694.9872204472842,3313.0,2322.367412140575,1221.0,408,1679,436,1711
A1,1,1,0,0,0,0,777,428.4839124839125,1284.2046332046332,4678.0,2789.965250965251,1628.0,411,1271,447,1298
A1,1,1,0,0,0,0,442,419.52941176470586,1593.2036199095023,528.0,367.36425339366514,270.0,410,1579,430,1608
A1,1,1,0,0,0,0,598,425.8010033444816,763.0083612040133,2628.0,1359.6421404682274,640.0,413,748,441,780
A1,1,1,0,0,0,0,861,430.49012775842044,1166.8269454123113,2124.0,1345.0894308943089,814.0,414,1152,449,1184
A1,1,1,0,0,0,0,634,431.8501577287066,548.4006309148265,583.0,382.1324921135647,249.0,416,536,450,561
A1,1,1,0,0,0,0,455,441.52967032967035,1545.8835164835166,651.0,417.22197802197803,284.0,431,1532,453,1560
A1,1,1,0,0,0,0,1230,456.5439024390244,1412.2528455284553,3213.0,2157.0373983739837,1012.0,431,1396,482,1429
A1,1,1,0,0,0,0,794,456.9773299748111,1314.2027707808563,2832.0,1915.2972292191437,804.0,439,1299,473,1332
A1,1,1,0,0,0,0,648,457.3996913580247,1641.9398148148148,3332.0,2282.438271604938,1164.0,446,1624,470,1662
A1,1,1,0,0,0,0,678,462.58554572271385,1585.377581120944,3096.0,1828.6017699115043,1090.0,448,1571,478,1601
A1,1,1,0,0,0,0,747,468.49263721552876,24.759036144578314,3210.0,1896.4163319946454,1006.0,455,9,485,44
A1,1,1,0,0,0,0,351,467.56695156695156,1284.5042735042734,5312.0,3664.062678062678,2098.0,456,1274,479,1295
A1,1,1,0,0,0,0,774,474.39405684754524,1503.923772609819,1764.0,1130.404392764858,520.0,457,1492,495,1519
A1,1,1,0,0,0,0,565,473.91327433628317,768.7061946902655,1719.0,1086.345132743363,582.0,461,755,488,784
A1,1,1,0,0,0,0,888,479.51576576576576,1185.4662162162163,3640.0,2299.5439189189187,1132.0,463,1168,499,1203
A1,1,1,0,0,0,0,575,479.5008695652174,1358.5947826086956,3785.0,2431.7739130434784,1316.0,468,1345,494,1375
A1,1,1,0,0,0,0,615,483.6747967479675,865.6162601626016,1724.0,1120.4682926829269,671.0,471,849,497,881
A1,1,1,0,0,0,0,496,487.125,1312.483870967742,3931.0,2565.3407258064517,1477.0,474,1300,500,1329
A1,1,1,0,0,0,0,436,491.1261467889908,1265.2293577981652,5091.0,2951.7477064220184,1620.0,475,1251,507,1282
A1,1,1,0,0,0,0,845,499.101775147929,1615.912426035503,2748.0,1626.923076923077,747.0,483,1596,514,1635
A1,1,1,0,0,0,0,803,506.99875466998753,1236.2839352428393,3720.0,2261.8194271481943,1402.0,492,1219,522,1256
A1,1,1,0,0,0,0,659,508.75265553869497,836.195751138088,2240.0,1183.1001517450684,587.0,496,818,521,854
A1,1,1,0,0,0,0,489,510.10224948875253,1344.0102249488752,4100.0,2557.2269938650306,1326.0,499,1331,523,1357
A1,1,1,0,0,0,0,801,520.2172284644195,1415.0661672908864,1845.0,1143.2958801498128,606.0,508,1396,534,1435
A1,1,1,0,0,0,0,758,530.3456464379947,1490.6833773087071,3321.0,1959.9920844327178,1068.0,513,1476,549,1506
A1,1,1,0,0,0,0,757,534.7926023778072,1554.1545574636723,2303.0,1577.5495376486128,886.0,519,1539,551,1571
A1,1,1,0,0,0,0,1050,539.9933333333333,1358.8142857142857,4096.0,2572.3914285714286,1464.0,520,1344,562,1378
A1,1,1,0,0,0,0,593,539.2495784148398,848.3170320404722,3244.0,1676.902192242833,752.0,528,830,550,866
A1,1,1,0,0,0,0,1016,562.3474409448819,1312.5856299212599,4042.0,2424.753937007874,1395.0,539,1295,585,1328
A1,1,1,0,0,0,0,753,556.7649402390439,1645.4316069057104,2513.0,1760.2669322709164,847.0,540,1630,573,1660
A1,1,1,0,0,0,0,508,554.0610236220473,882.8858267716536,3632.0,1994.2125984251968,860.0,547,864,565,907
A1,1,1,0,0,0,0,907,569.4685777287762,320.8202866593164,2145.0,1458.2458654906284,729.0,550,305,590,338
A1,1,1,0,0,0,0,1047,571.5577841451767,1224.8892072588349,3979.0,2552.3954154727794,1217.0,550,1208,591,1245
A1,1,1,0,0,0,0,1056,566.5056818181819,377.1089015151515,2223.0,1415.7964015151515,770.0,551,357,583,400
A1,1,1,0,0,0,0,1003,566.4207377866401,487.2951146560319,2032.0,1264.0089730807576,732.0,552,464,582,509
A1,1,1,0,0,0,0,586,572.0017064846417,897.0221843003413,4039.0,2133.1399317406144,1030.0,559,882,584,911
A1,1,1,0,0,0,0,517,572.8143133462282,922.8646034816247,3388.0,1957.943907156673,955.0,559,911,588,936
A1,1,1,0,0,0,0,646,576.7321981424149,1048.8467492260063,4578.0,2974.339009287926,1570.0,563,1033,593,1065
A1,1,1,0,0,0,0,708,577.7033898305085,1438.6285310734463,1054.0,694.3262711864406,441.0,563,1423,593,1455
A1,1,1,0,0,0,0,544,578.8933823529412,845.6066176470588,2365.0,1303.8823529411766,495.0,565,832,592,862
A1,1,1,0,0,0,0,589,583.8268251273345,1898.095076400679,4310.0,2619.3786078098474,1379.0,568,1886,601,1911
A1,1,1,0,0,0,0,693,581.1933621933622,1004.2669552669553,2725.0,1649.3261183261184,988.0,568,987,595,1022
A1,1,1,0,0,0,0,842,589.1211401425178,1541.2719714964371,1966.0,1208.9916864608076,642.0,568,1524,611,1559
A1,1,1,0,0,0,0,530,583.0924528301887,1867.2981132075472,4811.0,3197.054716981132,1783.0,569,1855,598,1880
A1,1,1,0,0,0,0,707,584.8359264497878,1491.5091937765205,1208.0,715.1046676096181,463.0,570,1475,599,1507
A1,1,1,0,0,0,0,655,595.9496183206107,1656.1862595419848,2559.0,1541.6305343511451,802.0,585,1636,608,1677
A1,1,1,0,0,0,0,777,603.4182754182755,945.4980694980695,2523.0,1596.2702702702702,885.0,588,930,620,961
A1,1,1,0,0,0,0,768,603.35546875,501.2486979166667,2052.0,1466.8580729166667,961.0,590,483,619,519
A1,1,1,0,0,0,0,432,603.9976851851852,1923.0833333333333,5289.0,3315.3564814814813,1848.0,591,1912,618,1934
A1,1,1,0,0,0,0,440,604.5863636363637,998.6159090909091,4428.0,2667.4772727272725,1247.0,594,985,617,1012
A1,1,1,0,0,0,0,921,619.1650380021715,1585.357220412595,4354.0,2284.5092290988055,1248.0,599,1572,641,1601
A1,1,1,0,0,0,0,725,615.1986206896552,260.6496551724138,2063.0,1336.528275862069,764.0,601,243,631,278
A1,1,1,0,0,0,0,1148,626.2273519163763,857.4581881533101,1983.0,1271.0,774.0,604,842,649,875
A1,1,1,0,0,0,0,599,619.3639398998331,1828.659432387312,3415.0,2208.372287145242,1197.0,604,1816,637,1842
A1,1,1,0,0,0,0,64,614.96875,1026.53125,3931.0,3072.4375,1687.0,609,1022,622,1031
A1,1,1,0,0,0,0,662,626.7416918429003,989.2749244712991,4916.0,2683.3746223564954,1292.0,612,974,642,1006
A1,1,1,0,0,0,0,896,630.0502232142857,1049.5892857142858,3798.0,2422.6484375,1248.0,615,1031,647,1068
A1,1,1,0,0,0,0,643,627.6827371695178,1865.6594090202177,4012.0,2727.654743390358,1252.0,616,1848,641,1886
A1,1,1,0,0,0,0,688,633.5,1688.7558139534883,2407.0,1481.577034883721,792.0,618,1676,652,1704
A1,1,1,0,0,0,0,979,642.7395301327886,195.45760980592442,2087.0,1376.291113381001,778.0,628,174,658,217
A1,1,1,0,0,0,0,737,642.4314789687924,286.3215739484396,2006.0,1387.6648575305292,874.0,629,270,656,306
A1,1,1,0,0,0,0,324,640.0493827160494,1529.2592592592594,1565.0,1125.6049382716049,835.0,630,1520,650,1541
A1,1,1,0,0,0,0,206,641.4174757281553,416.31067961165047,887.0,669.3786407766991,466.0,634,408,650,426
A1,1,1,0,0,0,0,837,659.9163679808842,397.36917562724017,1787.0,1165.89486260454,728.0,638,385,682,413
